Bike_Type,Age,Gender,Occupation,Distance_Travelled(km),Weather,Day_of_Week,Time_of_Day,Temperature(C),Humidity(%),Is_Holiday,Is_Weekend,Purpose_of_Ride,Satisfaction_Level(of 5),Helmet_Used,Traffic_Intensity(of 10),Road_Condition,User_Experience
normal,21,Other,Professional,0.54,sunny,Wednesday,afternoon,25.5,37,FALSE,FALSE,Errands,5,TRUE,2,Poor,Neutral
hill,68,Other,Retired,2.67,cloudy,Wednesday,afternoon,20.3,57,TRUE,TRUE,Commute,4,FALSE,9,Fair,Positive
hill,41,Other,Student,1.56,cloudy,Monday,morning,26,30,TRUE,FALSE,Errands,3,TRUE,4,Poor,Neutral
normal,68,Other,Professional,0.71,sunny,Thursday,afternoon,13.4,70,TRUE,TRUE,Exercise,3,FALSE,2,Good,Neutral
normal,65,Female,Professional,0.13,rainy,Friday,evening,13.1,60,FALSE,FALSE,Commute,4,FALSE,6,Poor,Neutral
hill,48,Female,Student,0.2,cloudy,Tuesday,evening,28.8,32,FALSE,FALSE,Commute,2,FALSE,8,Fair,Positive
normal,27,Female,Professional,4.72,cloudy,Friday,night,25.6,90,FALSE,TRUE,Leisure,4,FALSE,1,Good,Neutral
normal,38,Male,Unemployed,1.28,sunny,Tuesday,night,26.7,68,TRUE,TRUE,Exercise,5,TRUE,7,Good,Positive
bmx,64,Female,Unemployed,4.8,cloudy,Friday,afternoon,22.7,68,FALSE,TRUE,Errands,3,TRUE,10,Good,Neutral
bmx,51,Male,Retired,0.62,sunny,Sunday,morning,15.3,42,FALSE,FALSE,Errands,1,TRUE,10,Poor,Positive
bmx,42,Male,Retired,0.33,cloudy,Saturday,morning,11.7,77,TRUE,FALSE,Exercise,1,FALSE,4,Fair,Negative
bmx,66,Male,Professional,1.11,cloudy,Tuesday,morning,22.7,74,TRUE,TRUE,Exercise,3,FALSE,6,Poor,Negative
bmx,22,Male,Professional,1.4,rainy,Tuesday,afternoon,34.9,53,FALSE,TRUE,Leisure,3,TRUE,7,Fair,Negative
hill,29,Male,Unemployed,0.48,sunny,Sunday,evening,19.4,79,TRUE,TRUE,Exercise,4,TRUE,7,Poor,Positive
normal,68,Other,Unemployed,3.34,rainy,Monday,afternoon,31.4,53,FALSE,TRUE,Exercise,4,TRUE,8,Fair,Positive
hill,64,Female,Unemployed,0.67,rainy,Wednesday,morning,17.5,55,FALSE,TRUE,Leisure,4,FALSE,7,Poor,Negative
normal,49,Female,Student,4.07,sunny,Friday,evening,13.5,39,FALSE,FALSE,Errands,5,FALSE,7,Good,Positive
bmx,29,Male,Unemployed,2.72,sunny,Sunday,afternoon,26.2,85,TRUE,TRUE,Leisure,2,FALSE,8,Poor,Neutral
hill,64,Other,Retired,0.04,sunny,Friday,evening,29.2,45,TRUE,FALSE,Exercise,4,FALSE,4,Good,Neutral
bmx,42,Other,Retired,0.82,sunny,Friday,afternoon,10.1,72,FALSE,TRUE,Commute,4,TRUE,4,Fair,Positive
bmx,44,Male,Student,1.61,sunny,Friday,night,14.7,33,TRUE,TRUE,Errands,3,FALSE,6,Poor,Neutral
hill,21,Male,Student,0.78,cloudy,Thursday,night,11.7,54,TRUE,FALSE,Commute,3,TRUE,4,Poor,Neutral
hill,40,Female,Retired,0.17,cloudy,Monday,afternoon,20.1,74,FALSE,FALSE,Leisure,4,FALSE,6,Poor,Positive
normal,60,Other,Unemployed,3.11,rainy,Thursday,morning,35,81,TRUE,FALSE,Commute,2,FALSE,7,Poor,Neutral
normal,57,Male,Professional,1.34,sunny,Saturday,night,30.4,34,TRUE,TRUE,Exercise,5,TRUE,1,Poor,Positive
normal,54,Male,Unemployed,4.02,rainy,Sunday,evening,25.8,33,TRUE,TRUE,Errands,2,FALSE,9,Fair,Neutral
bmx,51,Male,Student,1.89,cloudy,Wednesday,night,16.2,70,FALSE,TRUE,Commute,1,TRUE,4,Poor,Positive
hill,27,Female,Professional,1.88,rainy,Tuesday,morning,34.7,56,FALSE,FALSE,Leisure,2,TRUE,4,Fair,Positive
normal,68,Other,Student,1.82,sunny,Sunday,afternoon,25,54,TRUE,FALSE,Commute,4,TRUE,9,Good,Neutral
normal,44,Male,Unemployed,1.93,rainy,Sunday,morning,17.9,62,TRUE,FALSE,Exercise,2,FALSE,3,Poor,Negative
bmx,64,Other,Student,1.35,cloudy,Thursday,night,26.3,76,TRUE,FALSE,Leisure,1,TRUE,7,Fair,Positive
bmx,42,Other,Retired,1.14,sunny,Tuesday,afternoon,20.2,84,TRUE,FALSE,Exercise,1,FALSE,8,Poor,Negative
normal,45,Other,Retired,1.9,cloudy,Thursday,morning,21.5,34,FALSE,FALSE,Commute,5,FALSE,3,Fair,Negative
normal,37,Male,Professional,3.44,sunny,Monday,evening,10.9,76,TRUE,TRUE,Commute,3,FALSE,4,Poor,Negative
normal,52,Other,Unemployed,0.23,cloudy,Tuesday,morning,26.2,44,TRUE,TRUE,Errands,1,TRUE,6,Fair,Positive
bmx,60,Male,Unemployed,4.71,sunny,Tuesday,evening,34.2,33,FALSE,TRUE,Leisure,3,FALSE,5,Poor,Negative
hill,61,Other,Retired,3.95,sunny,Monday,evening,10.2,67,TRUE,TRUE,Errands,2,TRUE,6,Fair,Positive
normal,19,Other,Student,3.45,sunny,Wednesday,morning,30,68,FALSE,TRUE,Exercise,4,FALSE,8,Good,Positive
bmx,23,Female,Retired,1.61,cloudy,Friday,evening,27.4,72,FALSE,FALSE,Leisure,1,FALSE,2,Good,Neutral
normal,68,Male,Unemployed,2.96,rainy,Friday,evening,27.5,80,TRUE,TRUE,Commute,4,TRUE,7,Fair,Negative
hill,42,Other,Student,4.26,sunny,Thursday,afternoon,21.6,32,FALSE,FALSE,Exercise,2,TRUE,3,Poor,Positive
hill,32,Male,Unemployed,2.93,rainy,Saturday,afternoon,26.2,58,TRUE,FALSE,Leisure,2,FALSE,2,Fair,Negative
hill,66,Other,Student,0.54,sunny,Monday,afternoon,30.1,35,TRUE,TRUE,Leisure,4,FALSE,10,Poor,Positive
normal,47,Female,Unemployed,4.17,sunny,Friday,evening,22,69,FALSE,TRUE,Errands,5,FALSE,10,Fair,Negative
bmx,42,Male,Professional,3.4,cloudy,Saturday,morning,27.7,56,TRUE,TRUE,Exercise,3,FALSE,10,Good,Neutral
bmx,34,Male,Retired,1.32,rainy,Wednesday,evening,13.6,53,TRUE,TRUE,Commute,2,FALSE,6,Poor,Negative
hill,57,Other,Student,2.11,cloudy,Monday,afternoon,34.2,54,TRUE,TRUE,Errands,1,FALSE,2,Good,Positive
normal,40,Other,Unemployed,4.85,rainy,Thursday,evening,26.9,41,FALSE,TRUE,Exercise,5,FALSE,8,Good,Positive
bmx,63,Male,Unemployed,3.74,rainy,Tuesday,morning,26.9,40,TRUE,FALSE,Errands,3,TRUE,2,Fair,Positive
bmx,57,Male,Student,1.95,rainy,Saturday,evening,29,45,TRUE,FALSE,Errands,5,TRUE,2,Fair,Positive
hill,66,Other,Student,0.63,sunny,Thursday,evening,21.7,72,TRUE,FALSE,Errands,3,TRUE,2,Good,Positive
normal,33,Male,Professional,4.03,rainy,Monday,evening,11.4,53,TRUE,TRUE,Leisure,2,FALSE,5,Poor,Negative
bmx,42,Female,Retired,1.11,cloudy,Sunday,morning,17.2,64,FALSE,TRUE,Errands,5,TRUE,1,Good,Negative
bmx,20,Female,Student,4.42,cloudy,Tuesday,afternoon,32.7,70,TRUE,FALSE,Commute,5,TRUE,1,Fair,Negative
hill,64,Other,Unemployed,3.25,cloudy,Friday,morning,13.1,73,TRUE,TRUE,Errands,5,FALSE,7,Poor,Positive
normal,55,Male,Professional,0.67,rainy,Monday,morning,20.4,62,TRUE,FALSE,Errands,2,FALSE,6,Good,Neutral
normal,18,Male,Professional,4.41,cloudy,Thursday,afternoon,24.7,80,TRUE,FALSE,Errands,1,FALSE,8,Good,Positive
hill,22,Female,Unemployed,1.78,rainy,Thursday,morning,14.2,49,TRUE,TRUE,Leisure,2,FALSE,10,Fair,Positive
bmx,51,Other,Professional,2.66,cloudy,Sunday,afternoon,34.6,90,TRUE,FALSE,Commute,4,FALSE,6,Good,Negative
bmx,22,Other,Retired,0.61,sunny,Sunday,night,27.9,82,FALSE,FALSE,Commute,2,TRUE,1,Poor,Positive
hill,65,Other,Student,2.61,cloudy,Sunday,morning,27.4,45,TRUE,FALSE,Leisure,1,FALSE,10,Poor,Neutral
bmx,51,Other,Unemployed,2.29,rainy,Wednesday,afternoon,14,76,TRUE,TRUE,Exercise,5,TRUE,6,Fair,Neutral
normal,70,Other,Retired,4.98,rainy,Wednesday,night,21.9,31,TRUE,TRUE,Leisure,4,TRUE,6,Poor,Positive
normal,65,Other,Unemployed,4.56,cloudy,Friday,night,12.8,62,FALSE,TRUE,Errands,2,FALSE,5,Poor,Positive
hill,28,Other,Professional,3.34,rainy,Monday,afternoon,11.7,88,TRUE,FALSE,Commute,2,TRUE,8,Fair,Neutral
hill,64,Male,Retired,3.9,cloudy,Monday,morning,31.1,71,TRUE,TRUE,Commute,1,TRUE,2,Fair,Negative
normal,26,Male,Unemployed,0.52,sunny,Thursday,morning,29.2,41,FALSE,FALSE,Errands,5,TRUE,9,Fair,Negative
normal,64,Other,Unemployed,2.29,sunny,Thursday,evening,28.5,55,FALSE,TRUE,Leisure,2,FALSE,1,Good,Positive
normal,20,Male,Professional,4.94,sunny,Friday,morning,23.1,33,FALSE,FALSE,Exercise,2,FALSE,2,Fair,Neutral
bmx,38,Other,Unemployed,0.69,rainy,Friday,evening,32,37,FALSE,TRUE,Exercise,5,TRUE,6,Poor,Positive
bmx,44,Female,Retired,0.83,cloudy,Thursday,evening,25.3,65,FALSE,FALSE,Commute,3,FALSE,4,Poor,Positive
normal,55,Other,Student,2.93,rainy,Thursday,morning,18.6,71,FALSE,TRUE,Commute,5,TRUE,9,Poor,Positive
bmx,67,Other,Student,3.66,cloudy,Tuesday,morning,15.5,48,TRUE,TRUE,Errands,4,FALSE,10,Good,Neutral
normal,19,Other,Unemployed,3.74,rainy,Wednesday,night,15.2,33,TRUE,TRUE,Exercise,3,FALSE,10,Fair,Positive
hill,41,Other,Unemployed,1.4,sunny,Wednesday,night,13.2,77,FALSE,TRUE,Exercise,2,TRUE,9,Fair,Negative
hill,55,Female,Unemployed,0.99,cloudy,Tuesday,evening,31.7,68,TRUE,TRUE,Exercise,2,TRUE,10,Fair,Negative
hill,22,Female,Retired,1.54,rainy,Tuesday,morning,20.8,32,FALSE,TRUE,Errands,5,TRUE,4,Good,Positive
normal,67,Female,Student,3.86,rainy,Friday,evening,34.1,55,TRUE,TRUE,Commute,5,TRUE,7,Good,Negative
normal,23,Male,Unemployed,4,rainy,Tuesday,morning,13.2,68,FALSE,TRUE,Exercise,5,FALSE,3,Fair,Positive
bmx,25,Other,Retired,2.45,sunny,Wednesday,evening,13.2,78,TRUE,TRUE,Commute,2,TRUE,7,Fair,Positive
bmx,28,Female,Retired,2.42,rainy,Thursday,afternoon,29,39,FALSE,TRUE,Leisure,5,FALSE,1,Good,Negative
normal,34,Female,Student,0.03,cloudy,Friday,evening,22.6,64,TRUE,TRUE,Errands,4,TRUE,5,Good,Neutral
hill,50,Other,Professional,1.91,rainy,Wednesday,evening,34.4,46,TRUE,TRUE,Commute,3,TRUE,1,Poor,Negative
normal,61,Male,Unemployed,0.14,rainy,Wednesday,night,24,59,FALSE,TRUE,Errands,1,TRUE,6,Good,Negative
hill,58,Female,Student,0.2,rainy,Thursday,evening,29.5,62,FALSE,TRUE,Commute,3,TRUE,9,Good,Negative
normal,37,Female,Student,0.97,sunny,Thursday,evening,22.9,56,TRUE,TRUE,Commute,3,FALSE,10,Good,Neutral
hill,69,Male,Retired,2.1,cloudy,Sunday,afternoon,26.9,45,TRUE,FALSE,Leisure,1,TRUE,7,Poor,Neutral
normal,44,Other,Unemployed,4.52,sunny,Thursday,night,10.5,49,FALSE,FALSE,Commute,5,FALSE,6,Poor,Negative
bmx,18,Male,Professional,1.79,cloudy,Thursday,night,27.7,89,FALSE,TRUE,Exercise,4,TRUE,3,Good,Negative
normal,60,Other,Retired,4.4,cloudy,Sunday,morning,29.9,64,TRUE,TRUE,Exercise,4,FALSE,7,Good,Neutral
normal,24,Female,Unemployed,1.48,rainy,Monday,afternoon,25.4,51,TRUE,TRUE,Commute,2,FALSE,9,Poor,Neutral
hill,29,Other,Unemployed,2.79,sunny,Thursday,afternoon,21.7,32,FALSE,FALSE,Commute,1,FALSE,2,Good,Neutral
normal,48,Female,Professional,3.67,cloudy,Wednesday,morning,26.8,34,TRUE,TRUE,Exercise,1,FALSE,1,Fair,Positive
normal,43,Female,Unemployed,3.07,cloudy,Wednesday,evening,17.2,65,FALSE,TRUE,Errands,3,TRUE,3,Good,Positive
normal,26,Female,Professional,1.64,cloudy,Sunday,night,26.2,37,TRUE,FALSE,Exercise,1,FALSE,6,Poor,Negative
normal,18,Female,Retired,4.65,sunny,Wednesday,evening,27.6,79,TRUE,FALSE,Errands,5,FALSE,9,Good,Neutral
normal,43,Male,Retired,2.41,sunny,Wednesday,evening,30,87,FALSE,FALSE,Commute,5,FALSE,9,Poor,Positive
bmx,43,Other,Professional,4.92,rainy,Saturday,night,14.1,71,FALSE,TRUE,Leisure,2,TRUE,8,Fair,Negative
normal,56,Female,Unemployed,2.37,rainy,Friday,evening,11,51,TRUE,FALSE,Exercise,1,TRUE,5,Good,Negative
bmx,35,Female,Retired,3.98,rainy,Saturday,afternoon,33.4,87,FALSE,TRUE,Errands,3,FALSE,6,Good,Neutral
hill,70,Female,Professional,4.54,rainy,Thursday,morning,31.8,75,FALSE,TRUE,Exercise,5,FALSE,4,Fair,Positive
hill,49,Other,Retired,3.29,rainy,Saturday,evening,11.6,52,TRUE,FALSE,Errands,5,FALSE,3,Fair,Neutral
normal,45,Female,Unemployed,2.48,sunny,Monday,afternoon,15.2,59,FALSE,TRUE,Errands,3,FALSE,3,Good,Neutral
hill,62,Other,Professional,4.67,cloudy,Wednesday,evening,23.4,62,TRUE,TRUE,Exercise,5,FALSE,4,Fair,Negative
bmx,59,Other,Unemployed,3.4,sunny,Wednesday,night,19.2,73,FALSE,TRUE,Errands,2,TRUE,3,Poor,Neutral
hill,23,Male,Unemployed,3.03,cloudy,Monday,morning,27.1,62,FALSE,TRUE,Errands,3,FALSE,6,Fair,Neutral
bmx,60,Male,Professional,1.7,rainy,Thursday,night,15.7,38,TRUE,FALSE,Errands,3,TRUE,9,Good,Positive
bmx,70,Other,Unemployed,0.19,sunny,Sunday,afternoon,30.9,34,FALSE,TRUE,Commute,3,FALSE,4,Fair,Negative
normal,63,Female,Retired,0.82,cloudy,Friday,evening,13.9,61,TRUE,TRUE,Leisure,3,FALSE,6,Good,Negative
hill,53,Male,Unemployed,4.61,rainy,Friday,night,24,71,TRUE,FALSE,Commute,3,FALSE,5,Fair,Negative
normal,58,Other,Professional,2.16,rainy,Monday,morning,22.9,84,FALSE,TRUE,Exercise,4,FALSE,9,Poor,Neutral
normal,52,Male,Professional,3.8,cloudy,Wednesday,morning,20.2,63,FALSE,FALSE,Leisure,2,TRUE,2,Good,Negative
bmx,48,Male,Professional,3.76,sunny,Saturday,night,15.6,80,TRUE,FALSE,Exercise,5,FALSE,5,Poor,Positive
normal,51,Male,Professional,2.36,rainy,Tuesday,night,17.3,52,FALSE,TRUE,Exercise,2,FALSE,9,Fair,Negative
bmx,31,Female,Professional,4.95,cloudy,Saturday,afternoon,16.5,74,TRUE,TRUE,Leisure,2,FALSE,3,Fair,Positive
normal,25,Female,Student,0.1,cloudy,Saturday,morning,11.9,31,FALSE,TRUE,Exercise,1,TRUE,4,Poor,Negative
bmx,64,Other,Student,4.84,rainy,Wednesday,night,25.3,74,FALSE,FALSE,Exercise,3,FALSE,3,Fair,Positive
normal,49,Male,Retired,1.88,sunny,Sunday,morning,13.3,62,FALSE,TRUE,Commute,4,FALSE,10,Fair,Neutral
hill,22,Male,Retired,2.01,cloudy,Saturday,afternoon,17.6,33,TRUE,FALSE,Commute,5,FALSE,5,Good,Neutral
hill,42,Other,Unemployed,1.45,rainy,Monday,morning,25,39,FALSE,FALSE,Exercise,1,TRUE,1,Fair,Neutral
normal,49,Female,Student,0.63,sunny,Tuesday,morning,29.4,36,FALSE,FALSE,Errands,4,FALSE,3,Poor,Negative
hill,22,Female,Student,0.1,rainy,Wednesday,night,12.5,79,FALSE,TRUE,Errands,2,TRUE,9,Fair,Positive
bmx,33,Male,Professional,1.45,cloudy,Monday,afternoon,15.7,84,FALSE,TRUE,Leisure,4,TRUE,1,Good,Positive
bmx,42,Other,Professional,4.5,sunny,Friday,morning,34.6,80,FALSE,FALSE,Commute,5,FALSE,10,Fair,Positive
normal,54,Female,Retired,1.54,rainy,Monday,morning,22.7,71,FALSE,FALSE,Exercise,3,TRUE,2,Poor,Positive
bmx,24,Female,Professional,0.37,sunny,Tuesday,evening,16,48,FALSE,FALSE,Commute,4,TRUE,10,Good,Negative
normal,63,Other,Professional,0.51,sunny,Sunday,morning,10.8,71,FALSE,FALSE,Exercise,4,FALSE,5,Fair,Negative
hill,57,Male,Unemployed,3.3,cloudy,Tuesday,night,19.2,49,TRUE,TRUE,Leisure,4,FALSE,7,Fair,Negative
normal,30,Female,Student,2.2,cloudy,Friday,afternoon,14.6,55,TRUE,TRUE,Leisure,4,FALSE,7,Good,Neutral
normal,48,Other,Professional,4.54,cloudy,Thursday,morning,11.3,53,TRUE,FALSE,Leisure,2,FALSE,3,Fair,Positive
bmx,39,Female,Professional,3.3,sunny,Monday,night,10.4,55,FALSE,FALSE,Errands,3,FALSE,5,Poor,Neutral
bmx,24,Other,Professional,4.29,sunny,Wednesday,evening,12.7,82,TRUE,FALSE,Commute,3,TRUE,1,Poor,Negative
hill,38,Female,Professional,1.44,cloudy,Sunday,night,11.5,79,TRUE,TRUE,Leisure,5,TRUE,9,Good,Negative
normal,53,Female,Student,0.37,rainy,Friday,evening,22.3,45,TRUE,FALSE,Commute,4,TRUE,5,Good,Neutral
bmx,69,Female,Student,1.12,cloudy,Saturday,evening,28.5,71,FALSE,FALSE,Commute,4,TRUE,10,Good,Negative
bmx,48,Other,Retired,1.15,cloudy,Tuesday,evening,24.5,85,FALSE,FALSE,Errands,2,FALSE,10,Fair,Positive
bmx,20,Other,Student,4.67,cloudy,Sunday,afternoon,21.1,66,TRUE,FALSE,Commute,2,FALSE,4,Poor,Neutral
bmx,57,Female,Unemployed,2.81,cloudy,Thursday,afternoon,24.3,48,TRUE,TRUE,Exercise,5,FALSE,4,Poor,Negative
normal,53,Other,Student,1.86,sunny,Sunday,evening,25.4,73,FALSE,FALSE,Leisure,4,FALSE,3,Good,Neutral
normal,32,Male,Student,3.05,sunny,Sunday,evening,23.4,48,TRUE,TRUE,Commute,2,FALSE,8,Fair,Negative
normal,67,Other,Student,2.76,sunny,Saturday,afternoon,28.6,52,TRUE,FALSE,Leisure,5,FALSE,8,Fair,Negative
hill,38,Other,Unemployed,2.19,rainy,Monday,night,33,62,FALSE,TRUE,Exercise,3,FALSE,1,Poor,Positive
bmx,62,Other,Unemployed,1.69,sunny,Wednesday,evening,31.9,36,FALSE,TRUE,Exercise,4,FALSE,6,Fair,Negative
hill,61,Female,Unemployed,3.05,rainy,Tuesday,afternoon,24.3,84,TRUE,FALSE,Commute,2,TRUE,1,Fair,Positive
bmx,31,Male,Retired,0.71,sunny,Tuesday,evening,14.9,36,FALSE,TRUE,Leisure,4,FALSE,9,Fair,Positive
normal,36,Female,Student,4.83,cloudy,Thursday,night,23.1,89,TRUE,TRUE,Leisure,5,TRUE,7,Fair,Neutral
normal,65,Other,Unemployed,2.51,sunny,Thursday,night,19,82,TRUE,FALSE,Errands,2,FALSE,6,Good,Neutral
hill,31,Male,Retired,4.41,cloudy,Thursday,morning,12.8,52,TRUE,FALSE,Commute,4,TRUE,4,Good,Neutral
hill,32,Male,Professional,1.12,rainy,Tuesday,morning,30.1,85,TRUE,FALSE,Leisure,4,TRUE,4,Poor,Neutral
hill,30,Female,Student,1.72,sunny,Saturday,morning,27.5,88,FALSE,FALSE,Exercise,3,TRUE,6,Poor,Positive
normal,36,Female,Retired,0.32,sunny,Sunday,morning,28.9,61,FALSE,TRUE,Errands,1,FALSE,2,Poor,Negative
hill,53,Other,Retired,2.09,cloudy,Saturday,evening,31.4,34,TRUE,TRUE,Errands,3,FALSE,4,Poor,Neutral
bmx,57,Male,Professional,3.63,rainy,Saturday,evening,29.5,62,FALSE,TRUE,Exercise,2,TRUE,8,Good,Positive
normal,62,Female,Unemployed,2.69,cloudy,Thursday,night,28.5,37,TRUE,TRUE,Exercise,2,TRUE,7,Fair,Neutral
hill,56,Female,Unemployed,4.73,sunny,Wednesday,night,19.2,52,FALSE,FALSE,Leisure,4,FALSE,7,Good,Positive
hill,34,Other,Unemployed,4.22,sunny,Wednesday,morning,29.4,41,TRUE,TRUE,Errands,5,TRUE,5,Poor,Neutral
bmx,26,Male,Student,0.99,sunny,Sunday,morning,28.8,34,TRUE,TRUE,Leisure,1,FALSE,8,Poor,Positive
normal,29,Male,Student,0.28,cloudy,Tuesday,afternoon,33.3,78,FALSE,TRUE,Commute,2,FALSE,10,Fair,Negative
bmx,42,Male,Professional,3.11,cloudy,Thursday,afternoon,30.2,42,FALSE,FALSE,Exercise,2,TRUE,10,Poor,Neutral
bmx,67,Other,Professional,0.95,sunny,Thursday,evening,22.1,46,FALSE,TRUE,Commute,3,TRUE,10,Fair,Negative
hill,65,Female,Professional,1.52,cloudy,Friday,evening,28.8,54,FALSE,TRUE,Commute,4,TRUE,1,Poor,Positive
normal,64,Other,Unemployed,1.94,cloudy,Tuesday,night,27.9,77,FALSE,FALSE,Errands,3,FALSE,4,Poor,Positive
hill,51,Female,Unemployed,4.26,cloudy,Thursday,evening,22.9,53,TRUE,TRUE,Leisure,4,FALSE,10,Good,Negative
normal,45,Female,Unemployed,2.35,cloudy,Tuesday,night,14.3,40,TRUE,FALSE,Commute,5,TRUE,1,Fair,Negative
bmx,23,Other,Professional,1.68,sunny,Tuesday,night,30.8,42,TRUE,TRUE,Errands,4,FALSE,4,Poor,Positive
hill,23,Other,Professional,2.75,rainy,Sunday,night,16.7,42,FALSE,TRUE,Commute,2,FALSE,9,Fair,Negative
hill,63,Female,Unemployed,4.7,rainy,Tuesday,night,25.3,69,FALSE,TRUE,Exercise,2,TRUE,3,Good,Negative
hill,46,Female,Retired,4.54,rainy,Wednesday,afternoon,13.4,85,TRUE,FALSE,Leisure,3,FALSE,1,Good,Positive
bmx,21,Other,Student,4.49,cloudy,Sunday,evening,18.3,40,TRUE,FALSE,Errands,5,TRUE,4,Good,Neutral
normal,33,Female,Student,3.1,rainy,Wednesday,night,29,76,FALSE,TRUE,Commute,1,TRUE,4,Poor,Positive
bmx,56,Other,Unemployed,1.61,rainy,Wednesday,night,22.6,64,TRUE,FALSE,Leisure,5,FALSE,4,Poor,Negative
bmx,61,Female,Unemployed,4.45,cloudy,Sunday,evening,19.8,56,FALSE,FALSE,Errands,2,FALSE,10,Fair,Negative
hill,37,Other,Professional,3.49,sunny,Wednesday,night,14.8,74,TRUE,FALSE,Exercise,3,TRUE,9,Fair,Positive
normal,19,Female,Unemployed,4.8,rainy,Wednesday,morning,27.6,56,FALSE,TRUE,Errands,4,FALSE,5,Poor,Positive
bmx,38,Other,Unemployed,1.38,cloudy,Tuesday,morning,15.2,57,TRUE,TRUE,Exercise,4,FALSE,5,Poor,Positive
normal,66,Other,Unemployed,4.81,cloudy,Saturday,night,32.6,89,TRUE,TRUE,Leisure,4,TRUE,1,Fair,Negative
hill,28,Other,Student,1.52,rainy,Tuesday,afternoon,33.3,90,FALSE,FALSE,Exercise,2,FALSE,9,Fair,Positive
bmx,43,Male,Student,2.38,sunny,Wednesday,afternoon,24.8,71,FALSE,FALSE,Errands,5,TRUE,6,Fair,Positive
bmx,63,Female,Professional,0.18,rainy,Saturday,afternoon,31.3,68,FALSE,FALSE,Commute,1,FALSE,3,Good,Negative
bmx,68,Female,Professional,0.75,rainy,Sunday,night,17.2,87,TRUE,FALSE,Errands,2,TRUE,5,Good,Negative
hill,67,Male,Unemployed,2.58,cloudy,Saturday,evening,17.6,66,TRUE,TRUE,Errands,1,TRUE,8,Poor,Neutral
bmx,66,Male,Student,1.25,sunny,Monday,night,17.5,38,TRUE,TRUE,Leisure,3,FALSE,7,Fair,Neutral
hill,54,Other,Professional,2.51,rainy,Thursday,evening,19.5,40,FALSE,TRUE,Leisure,5,TRUE,1,Poor,Negative
bmx,28,Other,Professional,2.62,cloudy,Tuesday,afternoon,33.6,85,TRUE,TRUE,Exercise,3,TRUE,7,Poor,Neutral
bmx,33,Female,Professional,1.9,cloudy,Wednesday,afternoon,34.5,61,FALSE,FALSE,Exercise,1,TRUE,3,Good,Positive
hill,70,Other,Student,2.54,sunny,Thursday,morning,32,39,TRUE,FALSE,Leisure,2,FALSE,7,Fair,Positive
normal,60,Other,Professional,1.94,cloudy,Friday,morning,16.2,74,TRUE,FALSE,Leisure,5,FALSE,9,Poor,Neutral
normal,52,Female,Unemployed,2.95,cloudy,Tuesday,evening,27.6,89,TRUE,FALSE,Commute,1,TRUE,3,Fair,Neutral
bmx,21,Female,Retired,3,cloudy,Wednesday,night,22.4,53,TRUE,TRUE,Leisure,5,FALSE,1,Good,Neutral
normal,25,Other,Retired,2.94,cloudy,Saturday,night,23.2,50,FALSE,TRUE,Leisure,1,FALSE,7,Good,Neutral
normal,36,Female,Unemployed,3.05,sunny,Sunday,evening,11.4,70,FALSE,FALSE,Leisure,1,TRUE,4,Fair,Negative
hill,43,Female,Retired,0.8,sunny,Friday,afternoon,19.1,84,TRUE,TRUE,Errands,5,FALSE,4,Fair,Negative
hill,31,Other,Professional,2.52,cloudy,Thursday,evening,22.5,55,TRUE,TRUE,Exercise,1,FALSE,9,Fair,Positive
hill,69,Other,Retired,4.47,rainy,Thursday,afternoon,10.8,62,FALSE,FALSE,Exercise,2,TRUE,5,Poor,Positive
normal,21,Female,Professional,2.31,sunny,Thursday,afternoon,26.2,63,TRUE,TRUE,Errands,5,TRUE,4,Poor,Neutral
hill,32,Female,Unemployed,1.26,cloudy,Wednesday,evening,29.5,78,TRUE,FALSE,Exercise,5,TRUE,5,Good,Neutral
bmx,43,Female,Student,2,rainy,Monday,afternoon,20.3,80,TRUE,FALSE,Errands,3,TRUE,9,Good,Neutral
bmx,54,Other,Professional,1.1,sunny,Wednesday,night,25.9,47,TRUE,TRUE,Leisure,5,TRUE,1,Fair,Positive
bmx,31,Male,Retired,2.74,cloudy,Monday,morning,34.4,79,FALSE,FALSE,Errands,2,FALSE,10,Good,Negative
bmx,51,Male,Professional,3.18,rainy,Sunday,morning,31.8,68,TRUE,TRUE,Exercise,2,FALSE,10,Fair,Negative
bmx,19,Other,Student,0.81,cloudy,Tuesday,evening,31.8,81,TRUE,TRUE,Errands,3,FALSE,4,Good,Negative
bmx,63,Female,Unemployed,3.06,cloudy,Tuesday,afternoon,23.5,53,TRUE,TRUE,Commute,5,FALSE,6,Fair,Positive
bmx,22,Female,Unemployed,2.15,cloudy,Friday,morning,18.4,74,TRUE,TRUE,Leisure,3,TRUE,9,Poor,Negative
hill,28,Male,Professional,3.68,sunny,Tuesday,morning,27.9,68,TRUE,TRUE,Exercise,2,FALSE,8,Fair,Positive
normal,30,Male,Student,2.68,rainy,Sunday,evening,10.5,68,FALSE,FALSE,Errands,4,FALSE,9,Good,Neutral
hill,68,Male,Retired,3.9,cloudy,Saturday,evening,14.8,31,TRUE,TRUE,Leisure,4,TRUE,7,Good,Positive
bmx,69,Female,Student,0.81,cloudy,Tuesday,night,10.2,33,TRUE,TRUE,Leisure,4,TRUE,3,Fair,Positive
